topic,model,sample_size,summary_index,summary_file,comment_index,is_minority,perspective_representation,informativeness,neutrality_balance,policy_approval
Openqa-AI_changes_human_life,deepseek-reasoner,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-reasoner/500/Openqa-AI_changes_human_life_summary_1.json,0,False,0.4591507315635681,0.5601691603660583,0.4435610771179199,0.6626734733581543
Openqa-AI_changes_human_life,deepseek-reasoner,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-reasoner/500/Openqa-AI_changes_human_life_summary_1.json,1,False,0.7053786516189575,0.7032007575035095,0.573773980140686,0.659665048122406
Openqa-AI_changes_human_life,deepseek-reasoner,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-reasoner/500/Openqa-AI_changes_human_life_summary_1.json,2,False,0.4623974561691284,0.6025050282478333,0.5866930484771729,0.461820125579834
Openqa-AI_changes_human_life,deepseek-reasoner,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-reasoner/500/Openqa-AI_changes_human_life_summary_1.json,3,False,0.49690788984298706,0.5894094109535217,0.5442768931388855,0.5315667390823364
Openqa-AI_changes_human_life,deepseek-reasoner,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-reasoner/500/Openqa-AI_changes_human_life_summary_1.json,4,False,0.6668696403503418,0.6697905659675598,0.5832374095916748,0.5932292342185974
Openqa-AI_changes_human_life,deepseek-reasoner,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-reasoner/500/Openqa-AI_changes_human_life_summary_1.json,5,False,0.5481916666030884,0.5799232125282288,0.5773076415061951,0.4682743549346924
Openqa-AI_changes_human_life,deepseek-reasoner,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-reasoner/500/Openqa-AI_changes_human_life_summary_1.json,6,False,0.5868247747421265,0.5983274579048157,0.6849734783172607,0.6121086478233337
Openqa-AI_changes_human_life,deepseek-reasoner,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-reasoner/500/Openqa-AI_changes_human_life_summary_1.json,7,False,0.6845977902412415,0.6435167193412781,0.7122331261634827,0.6717286109924316
Openqa-AI_changes_human_life,deepseek-reasoner,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-reasoner/500/Openqa-AI_changes_human_life_summary_1.json,8,False,0.5515117645263672,0.41999512910842896,0.6806797981262207,0.5685320496559143
Openqa-AI_changes_human_life,deepseek-reasoner,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-reasoner/500/Openqa-AI_changes_human_life_summary_1.json,9,False,0.524814784526825,0.42916277050971985,0.5987570285797119,0.48807767033576965
Openqa-AI_changes_human_life,deepseek-reasoner,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-reasoner/500/Openqa-AI_changes_human_life_summary_1.json,10,False,0.4960480332374573,0.6025827527046204,0.5742248296737671,0.5935084819793701
Openqa-AI_changes_human_life,deepseek-reasoner,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-reasoner/500/Openqa-AI_changes_human_life_summary_1.json,11,True,0.6471406817436218,0.5959848761558533,0.5943179726600647,0.5038712024688721
Openqa-AI_changes_human_life,deepseek-reasoner,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-reasoner/500/Openqa-AI_changes_human_life_summary_1.json,12,False,0.5165299773216248,0.5695769786834717,0.5632601976394653,0.5338518619537354
Openqa-AI_changes_human_life,deepseek-reasoner,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-reasoner/500/Openqa-AI_changes_human_life_summary_1.json,13,False,0.5248072743415833,0.5681762099266052,0.5297400951385498,0.5709887742996216
Openqa-AI_changes_human_life,deepseek-reasoner,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-reasoner/500/Openqa-AI_changes_human_life_summary_1.json,14,False,0.5204994082450867,0.5753831267356873,0.6693288087844849,0.6198288798332214
Openqa-AI_changes_human_life,deepseek-reasoner,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-reasoner/500/Openqa-AI_changes_human_life_summary_1.json,15,False,0.5512180924415588,0.4599592387676239,0.413856565952301,0.511695146560669
