topic,model,sample_size,summary_index,summary_file,comment_index,is_minority,perspective_representation,informativeness,neutrality_balance,policy_approval
Openqa-AI_changes_human_life,gpt-4o-mini,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/500/Openqa-AI_changes_human_life_summary_1.json,0,False,0.45177245140075684,0.530730128288269,0.37220659852027893,0.6174650192260742
Openqa-AI_changes_human_life,gpt-4o-mini,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/500/Openqa-AI_changes_human_life_summary_1.json,1,False,0.6478566527366638,0.7022238373756409,0.53239905834198,0.6345499157905579
Openqa-AI_changes_human_life,gpt-4o-mini,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/500/Openqa-AI_changes_human_life_summary_1.json,2,False,0.47440171241760254,0.5895585417747498,0.5324512720108032,0.4055441617965698
Openqa-AI_changes_human_life,gpt-4o-mini,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/500/Openqa-AI_changes_human_life_summary_1.json,3,False,0.49414312839508057,0.5932133793830872,0.5289762020111084,0.4987320601940155
Openqa-AI_changes_human_life,gpt-4o-mini,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/500/Openqa-AI_changes_human_life_summary_1.json,4,False,0.6804948449134827,0.6958321332931519,0.5825761556625366,0.5638830661773682
Openqa-AI_changes_human_life,gpt-4o-mini,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/500/Openqa-AI_changes_human_life_summary_1.json,5,False,0.5451990962028503,0.615131676197052,0.5675773620605469,0.44881343841552734
Openqa-AI_changes_human_life,gpt-4o-mini,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/500/Openqa-AI_changes_human_life_summary_1.json,6,False,0.601666271686554,0.6390911936759949,0.6812020540237427,0.6567190289497375
Openqa-AI_changes_human_life,gpt-4o-mini,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/500/Openqa-AI_changes_human_life_summary_1.json,7,False,0.6557555794715881,0.6647127270698547,0.7340031862258911,0.6483769416809082
Openqa-AI_changes_human_life,gpt-4o-mini,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/500/Openqa-AI_changes_human_life_summary_1.json,8,False,0.5852228403091431,0.48111212253570557,0.6416295170783997,0.5856888294219971
Openqa-AI_changes_human_life,gpt-4o-mini,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/500/Openqa-AI_changes_human_life_summary_1.json,9,False,0.4504464864730835,0.4738028645515442,0.5142503380775452,0.473934143781662
Openqa-AI_changes_human_life,gpt-4o-mini,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/500/Openqa-AI_changes_human_life_summary_1.json,10,False,0.4563973844051361,0.6104265451431274,0.58170086145401,0.5341652631759644
Openqa-AI_changes_human_life,gpt-4o-mini,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/500/Openqa-AI_changes_human_life_summary_1.json,11,True,0.576348602771759,0.5882869362831116,0.5752882361412048,0.48083916306495667
Openqa-AI_changes_human_life,gpt-4o-mini,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/500/Openqa-AI_changes_human_life_summary_1.json,12,False,0.5597205758094788,0.5672506093978882,0.591206431388855,0.509474515914917
Openqa-AI_changes_human_life,gpt-4o-mini,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/500/Openqa-AI_changes_human_life_summary_1.json,13,False,0.511549174785614,0.5858821272850037,0.4499610662460327,0.5345054864883423
