topic,model,sample_size,summary_index,summary_file,comment_index,is_minority,perspective_representation,informativeness,neutrality_balance,policy_approval
Openqa-AI_changes_human_life,gpt-5,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-5/500/Openqa-AI_changes_human_life_summary_1.json,0,False,0.5845850706100464,0.5967769026756287,0.5650734901428223,0.7138912677764893
Openqa-AI_changes_human_life,gpt-5,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-5/500/Openqa-AI_changes_human_life_summary_1.json,1,False,0.7467017769813538,0.8493215441703796,0.6448794603347778,0.7488192319869995
Openqa-AI_changes_human_life,gpt-5,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-5/500/Openqa-AI_changes_human_life_summary_1.json,2,False,0.5347440838813782,0.7763145565986633,0.5056971907615662,0.5468947291374207
Openqa-AI_changes_human_life,gpt-5,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-5/500/Openqa-AI_changes_human_life_summary_1.json,3,False,0.5146897435188293,0.6441148519515991,0.5448102951049805,0.5784671902656555
Openqa-AI_changes_human_life,gpt-5,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-5/500/Openqa-AI_changes_human_life_summary_1.json,4,False,0.6575325727462769,0.7998377680778503,0.5876973867416382,0.6236698627471924
Openqa-AI_changes_human_life,gpt-5,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-5/500/Openqa-AI_changes_human_life_summary_1.json,5,False,0.576984167098999,0.6467249989509583,0.5149314403533936,0.4917672574520111
Openqa-AI_changes_human_life,gpt-5,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-5/500/Openqa-AI_changes_human_life_summary_1.json,6,False,0.7145518064498901,0.7436427474021912,0.747368574142456,0.7012781500816345
Openqa-AI_changes_human_life,gpt-5,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-5/500/Openqa-AI_changes_human_life_summary_1.json,7,False,0.6089467406272888,0.7386663556098938,0.6719380021095276,0.7230489253997803
Openqa-AI_changes_human_life,gpt-5,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-5/500/Openqa-AI_changes_human_life_summary_1.json,8,False,0.5001301765441895,0.5079380869865417,0.6815204620361328,0.667595624923706
Openqa-AI_changes_human_life,gpt-5,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-5/500/Openqa-AI_changes_human_life_summary_1.json,9,False,0.4976285696029663,0.5953635573387146,0.5232672691345215,0.6293090581893921
Openqa-AI_changes_human_life,gpt-5,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-5/500/Openqa-AI_changes_human_life_summary_1.json,10,False,0.5737205743789673,0.7242587208747864,0.6078355312347412,0.6898514032363892
Openqa-AI_changes_human_life,gpt-5,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-5/500/Openqa-AI_changes_human_life_summary_1.json,11,True,0.7157901525497437,0.7342014908790588,0.7676976919174194,0.6486057639122009
