topic,model,sample_size,summary_index,summary_file,comment_index,is_minority,perspective_representation,informativeness,neutrality_balance,policy_approval
Openqa-AI_changes_human_life,qwen3-32b,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/qwen3-32b/500/Openqa-AI_changes_human_life_summary_1.json,0,False,0.5202908515930176,0.5831220149993896,0.4713900685310364,0.674926221370697
Openqa-AI_changes_human_life,qwen3-32b,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/qwen3-32b/500/Openqa-AI_changes_human_life_summary_1.json,1,False,0.7759995460510254,0.7596461772918701,0.711172342300415,0.762142539024353
Openqa-AI_changes_human_life,qwen3-32b,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/qwen3-32b/500/Openqa-AI_changes_human_life_summary_1.json,2,False,0.5424271821975708,0.7259299159049988,0.5978621244430542,0.521377444267273
Openqa-AI_changes_human_life,qwen3-32b,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/qwen3-32b/500/Openqa-AI_changes_human_life_summary_1.json,3,False,0.5575360655784607,0.6323951482772827,0.5418990850448608,0.5412817597389221
Openqa-AI_changes_human_life,qwen3-32b,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/qwen3-32b/500/Openqa-AI_changes_human_life_summary_1.json,4,False,0.7197845578193665,0.7599530220031738,0.6519901752471924,0.5942769050598145
Openqa-AI_changes_human_life,qwen3-32b,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/qwen3-32b/500/Openqa-AI_changes_human_life_summary_1.json,5,False,0.5929506421089172,0.6127057671546936,0.572700023651123,0.5157945156097412
Openqa-AI_changes_human_life,qwen3-32b,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/qwen3-32b/500/Openqa-AI_changes_human_life_summary_1.json,6,False,0.5953679084777832,0.6506745219230652,0.7389159202575684,0.6260114312171936
Openqa-AI_changes_human_life,qwen3-32b,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/qwen3-32b/500/Openqa-AI_changes_human_life_summary_1.json,7,False,0.6887056231498718,0.6973970532417297,0.7242830395698547,0.7099339962005615
Openqa-AI_changes_human_life,qwen3-32b,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/qwen3-32b/500/Openqa-AI_changes_human_life_summary_1.json,8,False,0.5806524157524109,0.5187875628471375,0.6701115369796753,0.6541486978530884
Openqa-AI_changes_human_life,qwen3-32b,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/qwen3-32b/500/Openqa-AI_changes_human_life_summary_1.json,9,False,0.5797427296638489,0.6173614859580994,0.6486690044403076,0.5705713629722595
Openqa-AI_changes_human_life,qwen3-32b,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/qwen3-32b/500/Openqa-AI_changes_human_life_summary_1.json,10,False,0.5722197890281677,0.6662232279777527,0.6228783130645752,0.6230919361114502
Openqa-AI_changes_human_life,qwen3-32b,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/qwen3-32b/500/Openqa-AI_changes_human_life_summary_1.json,11,True,0.6911777853965759,0.7419581413269043,0.6597290635108948,0.6338993310928345
Openqa-AI_changes_human_life,qwen3-32b,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/qwen3-32b/500/Openqa-AI_changes_human_life_summary_1.json,12,False,0.5606309771537781,0.6579936146736145,0.6642577648162842,0.6188147068023682
Openqa-AI_changes_human_life,qwen3-32b,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/qwen3-32b/500/Openqa-AI_changes_human_life_summary_1.json,13,False,0.5897672772407532,0.6314502954483032,0.5485142469406128,0.6216177940368652
Openqa-AI_changes_human_life,qwen3-32b,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/qwen3-32b/500/Openqa-AI_changes_human_life_summary_1.json,14,False,0.5746755003929138,0.6041149497032166,0.620888352394104,0.6025397777557373
Openqa-AI_changes_human_life,qwen3-32b,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/qwen3-32b/500/Openqa-AI_changes_human_life_summary_1.json,15,False,0.4257203936576843,0.514087975025177,0.5267188549041748,0.49175330996513367
Openqa-AI_changes_human_life,qwen3-32b,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/qwen3-32b/500/Openqa-AI_changes_human_life_summary_1.json,16,False,0.52191561460495,0.5504792332649231,0.5448338985443115,0.536198616027832
Openqa-AI_changes_human_life,qwen3-32b,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/qwen3-32b/500/Openqa-AI_changes_human_life_summary_1.json,17,True,0.7411282658576965,0.7090107798576355,0.7034053802490234,0.7387919425964355
Openqa-AI_changes_human_life,qwen3-32b,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/qwen3-32b/500/Openqa-AI_changes_human_life_summary_1.json,18,False,0.5400504469871521,0.6324977278709412,0.5624557137489319,0.6323837637901306
Openqa-AI_changes_human_life,qwen3-32b,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/qwen3-32b/500/Openqa-AI_changes_human_life_summary_1.json,19,True,0.4564380347728729,0.5981696248054504,0.5370518565177917,0.5852615237236023
Openqa-AI_changes_human_life,qwen3-32b,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/qwen3-32b/500/Openqa-AI_changes_human_life_summary_1.json,20,False,0.862969160079956,0.6383983492851257,0.6933448910713196,0.6911474466323853
Openqa-AI_changes_human_life,qwen3-32b,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/qwen3-32b/500/Openqa-AI_changes_human_life_summary_1.json,21,False,0.5407947301864624,0.7220647931098938,0.6320175528526306,0.6210712194442749
