topic,model,sample_size,summary_index,summary_file,comment_index,is_minority,perspective_representation,informativeness,neutrality_balance,policy_approval
Openqa-AI_changes_human_life,grok-4-latest,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/1000/Openqa-AI_changes_human_life_summary_1.json,0,False,0.5266002416610718,0.5724126696586609,0.5040597319602966,0.6851258277893066
Openqa-AI_changes_human_life,grok-4-latest,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/1000/Openqa-AI_changes_human_life_summary_1.json,1,False,0.6647694706916809,0.6699585914611816,0.5348705053329468,0.6417303085327148
Openqa-AI_changes_human_life,grok-4-latest,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/1000/Openqa-AI_changes_human_life_summary_1.json,2,False,0.42786604166030884,0.59848552942276,0.6000077724456787,0.4943207800388336
Openqa-AI_changes_human_life,grok-4-latest,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/1000/Openqa-AI_changes_human_life_summary_1.json,3,False,0.5190115571022034,0.5953933596611023,0.53583824634552,0.5475244522094727
Openqa-AI_changes_human_life,grok-4-latest,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/1000/Openqa-AI_changes_human_life_summary_1.json,4,False,0.6824381947517395,0.6156755089759827,0.6461905241012573,0.5957690477371216
Openqa-AI_changes_human_life,grok-4-latest,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/1000/Openqa-AI_changes_human_life_summary_1.json,5,False,0.5601455569267273,0.5979224443435669,0.5670095682144165,0.47149595618247986
Openqa-AI_changes_human_life,grok-4-latest,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/1000/Openqa-AI_changes_human_life_summary_1.json,6,False,0.5677046775817871,0.596166729927063,0.6946389675140381,0.6339747905731201
Openqa-AI_changes_human_life,grok-4-latest,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/1000/Openqa-AI_changes_human_life_summary_1.json,7,False,0.6649680733680725,0.6703513264656067,0.7058522701263428,0.7002794742584229
Openqa-AI_changes_human_life,grok-4-latest,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/1000/Openqa-AI_changes_human_life_summary_1.json,8,False,0.564872682094574,0.4250701069831848,0.6694790720939636,0.5753073692321777
Openqa-AI_changes_human_life,grok-4-latest,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/1000/Openqa-AI_changes_human_life_summary_1.json,9,False,0.4152214527130127,0.3644353449344635,0.5240932106971741,0.4363453686237335
Openqa-AI_changes_human_life,grok-4-latest,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/1000/Openqa-AI_changes_human_life_summary_1.json,10,False,0.4842219352722168,0.5390103459358215,0.5425249338150024,0.5305728912353516
Openqa-AI_changes_human_life,grok-4-latest,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/1000/Openqa-AI_changes_human_life_summary_1.json,11,True,0.5901855826377869,0.5676165223121643,0.5420815348625183,0.5371618270874023
Openqa-AI_changes_human_life,grok-4-latest,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/1000/Openqa-AI_changes_human_life_summary_1.json,12,False,0.621088445186615,0.6498846411705017,0.6558771729469299,0.6971499919891357
Openqa-AI_changes_human_life,grok-4-latest,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/1000/Openqa-AI_changes_human_life_summary_1.json,13,False,0.5732119083404541,0.5617554783821106,0.5383782982826233,0.5378561019897461
Openqa-AI_changes_human_life,grok-4-latest,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/1000/Openqa-AI_changes_human_life_summary_1.json,14,False,0.49052149057388306,0.5520536303520203,0.648766815662384,0.6140009164810181
Openqa-AI_changes_human_life,grok-4-latest,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/1000/Openqa-AI_changes_human_life_summary_1.json,15,False,0.48497509956359863,0.5117965340614319,0.4502710998058319,0.5533788204193115
