topic,model,sample_size,summary_index,summary_file,comment_index,is_minority,perspective_representation,informativeness,neutrality_balance,policy_approval
Openqa-AI_changes_human_life,deepseek-chat,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-chat/500/Openqa-AI_changes_human_life_summary_1.json,0,False,0.4737512469291687,0.5529537200927734,0.42691633105278015,0.6486703157424927
Openqa-AI_changes_human_life,deepseek-chat,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-chat/500/Openqa-AI_changes_human_life_summary_1.json,1,False,0.6964685916900635,0.6785030364990234,0.5092884302139282,0.6536420583724976
Openqa-AI_changes_human_life,deepseek-chat,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-chat/500/Openqa-AI_changes_human_life_summary_1.json,2,False,0.4926941990852356,0.6778524518013,0.5492494106292725,0.5143845677375793
Openqa-AI_changes_human_life,deepseek-chat,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-chat/500/Openqa-AI_changes_human_life_summary_1.json,3,False,0.5283567905426025,0.6220475435256958,0.5204299688339233,0.5355809926986694
Openqa-AI_changes_human_life,deepseek-chat,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-chat/500/Openqa-AI_changes_human_life_summary_1.json,4,False,0.6847615838050842,0.6807655692100525,0.5730298757553101,0.5764957666397095
Openqa-AI_changes_human_life,deepseek-chat,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-chat/500/Openqa-AI_changes_human_life_summary_1.json,5,False,0.5351455211639404,0.5956078171730042,0.5439367890357971,0.48919886350631714
Openqa-AI_changes_human_life,deepseek-chat,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-chat/500/Openqa-AI_changes_human_life_summary_1.json,6,False,0.6027219891548157,0.6151283383369446,0.6487030982971191,0.6104888916015625
Openqa-AI_changes_human_life,deepseek-chat,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-chat/500/Openqa-AI_changes_human_life_summary_1.json,7,False,0.6623007655143738,0.6498957872390747,0.6854591369628906,0.6775991320610046
Openqa-AI_changes_human_life,deepseek-chat,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-chat/500/Openqa-AI_changes_human_life_summary_1.json,8,False,0.5827925801277161,0.4316265285015106,0.6366192698478699,0.5807572603225708
Openqa-AI_changes_human_life,deepseek-chat,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-chat/500/Openqa-AI_changes_human_life_summary_1.json,9,False,0.5409640669822693,0.44915324449539185,0.5779320001602173,0.4881824254989624
Openqa-AI_changes_human_life,deepseek-chat,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-chat/500/Openqa-AI_changes_human_life_summary_1.json,10,False,0.5104703307151794,0.5763445496559143,0.5604217052459717,0.5541291832923889
Openqa-AI_changes_human_life,deepseek-chat,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-chat/500/Openqa-AI_changes_human_life_summary_1.json,11,True,0.6282210350036621,0.5807411074638367,0.5599138736724854,0.5251333117485046
Openqa-AI_changes_human_life,deepseek-chat,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-chat/500/Openqa-AI_changes_human_life_summary_1.json,12,False,0.5138733983039856,0.6059861183166504,0.5424138307571411,0.5353955626487732
Openqa-AI_changes_human_life,deepseek-chat,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-chat/500/Openqa-AI_changes_human_life_summary_1.json,13,False,0.5070030093193054,0.5830318331718445,0.4915491044521332,0.5629886388778687
Openqa-AI_changes_human_life,deepseek-chat,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-chat/500/Openqa-AI_changes_human_life_summary_1.json,14,False,0.56397944688797,0.5800462961196899,0.6710205078125,0.6187795996665955
Openqa-AI_changes_human_life,deepseek-chat,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-chat/500/Openqa-AI_changes_human_life_summary_1.json,15,False,0.5711750984191895,0.4679504632949829,0.41665118932724,0.5081378221511841
Openqa-AI_changes_human_life,deepseek-chat,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-chat/500/Openqa-AI_changes_human_life_summary_1.json,16,False,0.48916059732437134,0.4959210157394409,0.4734419882297516,0.5385936498641968
Openqa-AI_changes_human_life,deepseek-chat,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-chat/500/Openqa-AI_changes_human_life_summary_1.json,17,True,0.6675505042076111,0.6599532961845398,0.6219631433486938,0.6775844693183899
Openqa-AI_changes_human_life,deepseek-chat,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-chat/500/Openqa-AI_changes_human_life_summary_1.json,18,False,0.5735097527503967,0.583098828792572,0.5361950397491455,0.6546239852905273
Openqa-AI_changes_human_life,deepseek-chat,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-chat/500/Openqa-AI_changes_human_life_summary_1.json,19,True,0.4797601103782654,0.5274659991264343,0.44161009788513184,0.5920565128326416
Openqa-AI_changes_human_life,deepseek-chat,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-chat/500/Openqa-AI_changes_human_life_summary_1.json,20,False,0.7464959025382996,0.5059597492218018,0.6398160457611084,0.5898964405059814
Openqa-AI_changes_human_life,deepseek-chat,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-chat/500/Openqa-AI_changes_human_life_summary_1.json,21,False,0.5243316292762756,0.6823638677597046,0.5327969193458557,0.5450438261032104
Openqa-AI_changes_human_life,deepseek-chat,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-chat/500/Openqa-AI_changes_human_life_summary_1.json,22,False,0.5774397850036621,0.4828922152519226,0.5987966656684875,0.4481768012046814
Openqa-AI_changes_human_life,deepseek-chat,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-chat/500/Openqa-AI_changes_human_life_summary_1.json,23,False,0.58683842420578,0.6114947199821472,0.5757963061332703,0.4781629145145416
Openqa-AI_changes_human_life,deepseek-chat,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-chat/500/Openqa-AI_changes_human_life_summary_1.json,24,False,0.6155169606208801,0.5877161622047424,0.6218802332878113,0.5861743092536926
Openqa-AI_changes_human_life,deepseek-chat,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-chat/500/Openqa-AI_changes_human_life_summary_1.json,25,False,0.6597627997398376,0.6219344735145569,0.6898473501205444,0.7555050253868103
Openqa-AI_changes_human_life,deepseek-chat,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-chat/500/Openqa-AI_changes_human_life_summary_1.json,26,False,0.644165575504303,0.5357312560081482,0.6681182384490967,0.5844516754150391
Openqa-AI_changes_human_life,deepseek-chat,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-chat/500/Openqa-AI_changes_human_life_summary_1.json,27,True,0.6726000905036926,0.6464141607284546,0.5612724423408508,0.5772526264190674
Openqa-AI_changes_human_life,deepseek-chat,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-chat/500/Openqa-AI_changes_human_life_summary_1.json,28,False,0.7036415338516235,0.588501513004303,0.5353188514709473,0.5877518653869629
Openqa-AI_changes_human_life,deepseek-chat,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/deepseek-chat/500/Openqa-AI_changes_human_life_summary_1.json,29,False,0.6447632908821106,0.6506765484809875,0.5336014032363892,0.659907877445221
