topic,model,sample_size,summary_index,summary_file,comment_index,is_minority,perspective_representation,informativeness,neutrality_balance,policy_approval
Openqa-AI_changes_human_life,gemini-2.5-pro,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gemini-2.5-pro/500/Openqa-AI_changes_human_life_summary_1.json,0,False,0.49586302042007446,0.5882187485694885,0.38808250427246094,0.6593245267868042
Openqa-AI_changes_human_life,gemini-2.5-pro,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gemini-2.5-pro/500/Openqa-AI_changes_human_life_summary_1.json,1,False,0.683665931224823,0.7210807204246521,0.510222315788269,0.6789824962615967
Openqa-AI_changes_human_life,gemini-2.5-pro,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gemini-2.5-pro/500/Openqa-AI_changes_human_life_summary_1.json,2,False,0.5812754034996033,0.6949997544288635,0.5104056596755981,0.5717743039131165
Openqa-AI_changes_human_life,gemini-2.5-pro,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gemini-2.5-pro/500/Openqa-AI_changes_human_life_summary_1.json,3,False,0.5292693972587585,0.6111202836036682,0.5204079151153564,0.5470547676086426
Openqa-AI_changes_human_life,gemini-2.5-pro,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gemini-2.5-pro/500/Openqa-AI_changes_human_life_summary_1.json,4,False,0.7263573408126831,0.7275028824806213,0.5604677200317383,0.6290899515151978
Openqa-AI_changes_human_life,gemini-2.5-pro,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gemini-2.5-pro/500/Openqa-AI_changes_human_life_summary_1.json,5,False,0.5990832448005676,0.6388203501701355,0.5570315718650818,0.5249815583229065
Openqa-AI_changes_human_life,gemini-2.5-pro,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gemini-2.5-pro/500/Openqa-AI_changes_human_life_summary_1.json,6,False,0.6304646730422974,0.6675272583961487,0.6753190755844116,0.6768929362297058
Openqa-AI_changes_human_life,gemini-2.5-pro,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gemini-2.5-pro/500/Openqa-AI_changes_human_life_summary_1.json,7,False,0.6778225302696228,0.6862518787384033,0.664678156375885,0.7013808488845825
Openqa-AI_changes_human_life,gemini-2.5-pro,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gemini-2.5-pro/500/Openqa-AI_changes_human_life_summary_1.json,8,False,0.5673059225082397,0.5172242522239685,0.6179912090301514,0.6114563345909119
Openqa-AI_changes_human_life,gemini-2.5-pro,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gemini-2.5-pro/500/Openqa-AI_changes_human_life_summary_1.json,9,False,0.5344523787498474,0.4988912343978882,0.5460541248321533,0.5332219004631042
