topic,model,sample_size,summary_index,summary_file,comment_index,is_minority,perspective_representation,informativeness,neutrality_balance,policy_approval
Openqa-AI_changes_human_life,qwen3-235b-a22b,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/qwen3-235b-a22b/1000/Openqa-AI_changes_human_life_summary_1.json,0,False,0.5050072073936462,0.5851073861122131,0.4377596080303192,0.6585603952407837
Openqa-AI_changes_human_life,qwen3-235b-a22b,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/qwen3-235b-a22b/1000/Openqa-AI_changes_human_life_summary_1.json,1,False,0.6739329695701599,0.6964136958122253,0.5408072471618652,0.627127468585968
Openqa-AI_changes_human_life,qwen3-235b-a22b,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/qwen3-235b-a22b/1000/Openqa-AI_changes_human_life_summary_1.json,2,False,0.5210818648338318,0.6474024653434753,0.5246870517730713,0.4817846119403839
Openqa-AI_changes_human_life,qwen3-235b-a22b,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/qwen3-235b-a22b/1000/Openqa-AI_changes_human_life_summary_1.json,3,False,0.567034900188446,0.5947341322898865,0.5529954433441162,0.5407059192657471
Openqa-AI_changes_human_life,qwen3-235b-a22b,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/qwen3-235b-a22b/1000/Openqa-AI_changes_human_life_summary_1.json,4,False,0.7259461879730225,0.7114713788032532,0.5880445241928101,0.6018513441085815
Openqa-AI_changes_human_life,qwen3-235b-a22b,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/qwen3-235b-a22b/1000/Openqa-AI_changes_human_life_summary_1.json,5,False,0.5803499221801758,0.6250941157341003,0.5486797094345093,0.5104281306266785
Openqa-AI_changes_human_life,qwen3-235b-a22b,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/qwen3-235b-a22b/1000/Openqa-AI_changes_human_life_summary_1.json,6,False,0.6244277358055115,0.6486923098564148,0.6870185136795044,0.6603372097015381
Openqa-AI_changes_human_life,qwen3-235b-a22b,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/qwen3-235b-a22b/1000/Openqa-AI_changes_human_life_summary_1.json,7,False,0.630266010761261,0.6420274972915649,0.7014002799987793,0.6302244663238525
Openqa-AI_changes_human_life,qwen3-235b-a22b,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/qwen3-235b-a22b/1000/Openqa-AI_changes_human_life_summary_1.json,8,False,0.6063677668571472,0.45389050245285034,0.6839505434036255,0.6043147444725037
Openqa-AI_changes_human_life,qwen3-235b-a22b,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/qwen3-235b-a22b/1000/Openqa-AI_changes_human_life_summary_1.json,9,False,0.5418091416358948,0.4049132168292999,0.500895082950592,0.4953707158565521
